song,artist,total_phrase,phrase_count,lyric
have yourself a merry little christmas,carole king,16,9,Happy golden days of yore.
have yourself a merry little christmas,carole king,16,10,Faithful friends who are dear to us
have yourself a merry little christmas,carole king,16,11,Gather near to us once more.
have yourself a merry little christmas,carole king,16,12,Through the years we all will be together
have yourself a merry little christmas,carole king,16,13,If the Fates allow
have yourself a merry little christmas,carole king,16,14,Hang a shining star upon the highest bough.
have yourself a merry little christmas,carole king,16,15,And have yourself a merry little Christmas now
chill out,black uhuru,44,0,One of these days
chill out,black uhuru,44,1,Things gonna change
chill out,black uhuru,44,2,One of these days
chill out,black uhuru,44,3,Tings gonna change
chill out,black uhuru,44,4,You'll try not baby
chill out,black uhuru,44,5,Afterwhile gonna be mine
chill out,black uhuru,44,6,Gonna be mine
chill out,black uhuru,44,7,One of these days
chill out,black uhuru,44,8,I'm old and lonely baby
chill out,black uhuru,44,9,Cry, cry, crying
chill out,black uhuru,44,10,Won't be long, long
chill out,black uhuru,44,11,Things gonna change
chill out,black uhuru,44,12,Sometime
chill out,black uhuru,44,13,In the middle of the night
chill out,black uhuru,44,14,And you're so long
chill out,black uhuru,44,15,And so long and so long
chill out,black uhuru,44,16,Tings gonna change
chill out,black uhuru,44,17,Things gonna change
chill out,black uhuru,44,18,Change, change, change
chill out,black uhuru,44,19,Tings gonna change
chill out,black uhuru,44,20,Further on up the road, baby
chill out,black uhuru,44,21,Things gonna change
chill out,black uhuru,44,22,Change, change, change
chill out,black uhuru,44,23,Change, change, change
chill out,black uhuru,44,24,Change, baby
chill out,black uhuru,44,25,You'll try not to leave
chill out,black uhuru,44,26,But after while gonna be mine
chill out,black uhuru,44,27,My time my time baby
chill out,black uhuru,44,28,Things gonna change
chill out,black uhuru,44,29,Change, change, change
chill out,black uhuru,44,30,Change, change, change
chill out,black uhuru,44,31,Things gonna change
chill out,black uhuru,44,32,Yes it is
chill out,black uhuru,44,33,Things gonna change
chill out,black uhuru,44,34,Change change change
chill out,black uhuru,44,35,Change change change
chill out,black uhuru,44,36,Change change change
chill out,black uhuru,44,37,Change change change
chill out,black uhuru,44,38,Things gonna change
chill out,black uhuru,44,39,Things gonna change
chill out,black uhuru,44,40,Things gonna change
chill out,black uhuru,44,41,Things gonna change
chill out,black uhuru,44,42,Change, change, change
chill out,black uhuru,44,43,Things gonna change
venus,azealia banks,39,0,Une chance, une danse, un rendez-vous en France
venus,azealia banks,39,1,Lamour, la tour, on s'aimerais pour toujours
venus,azealia banks,39,2,Une chance, une danse, un rendez-vous en France
venus,azealia banks,39,3,Lamour, la tour, on s'aimerais pour toujours
venus,azealia banks,39,4,I know me and you, hey Mister Mister New York
venus,azealia banks,39,5,You know I've no problem, giving you what you want, want
venus,azealia banks,39,6,But what does
venus,azealia banks,39,7,mean to you?
venus,azealia banks,39,8,Dont play me no no no no
venus,azealia banks,39,9,Dont you do me wrong wrong wrong, you know I'll be long gone
venus,azealia banks,39,10,Its melonies hypnotic in bed,
venus,azealia banks,39,11,Heighten my dress, the pleasures ahead
venus,azealia banks,39,12,Just an embrace he whispers...
venus,azealia banks,39,13,Angels 6...my heaven is hell
venus,azealia banks,39,14,I'm all yours, never alone
venus,azealia banks,39,15,We belong to the end just... we wanna for this
venus,azealia banks,39,16,I'm all yours never alone,
venus,azealia banks,39,17,We belong to the end just... we wanna for this
venus,azealia banks,39,18,I can, hey let me give you my love
venus,azealia banks,39,19,And if you like it, lay next to me in the morning, noon and night yeah, I'll lullaby you, I wanna make you mine man
venus,azealia banks,39,20,Alright yeah.
venus,azealia banks,39,21,I know me and you, hey Mister Mister New York
venus,azealia banks,39,22,You know I've no problem, giving you what you want, want
venus,azealia banks,39,23,But what does it mean to you?
venus,azealia banks,39,24,Dont you play me no no no no
venus,azealia banks,39,25,Dont you do me wrong wrong, you know I'll be long gone
venus,azealia banks,39,26,Une chance, une danse, un rendez-vous en France
venus,azealia banks,39,27,Lamour, la tour, on s'aimerais pour toujours
venus,azealia banks,39,28,Une chance, une danse, un rendez-vous en France
venus,azealia banks,39,29,Lamour, la tour, on s'aimerais pour toujours
venus,azealia banks,39,30,I can, hey let me give you my love
venus,azealia banks,39,31,And if you like it, lay next to me in the morning,
venus,azealia banks,39,32,In the night yeah, I long about you, I wanna make you mine and
venus,azealia banks,39,33,Alright yeah.
venus,azealia banks,39,34,(2 x)
venus,azealia banks,39,35,I can, hey let me give you my love
venus,azealia banks,39,36,And if you like it, lay next to me in the morning,
venus,azealia banks,39,37,In the night yeah, I long about you, I wanna make you mine and
venus,azealia banks,39,38,Alright yeah.
212,azealia banks,106,0,Hey, I can be the answer
212,azealia banks,106,1,I'm ready to dance when the vamp up
212,azealia banks,106,2,And when I hit that dip get your camera
212,azealia banks,106,3,You could see I been that bitch since the Pamper
212,azealia banks,106,4,And that I am that young sis the beacon
212,azealia banks,106,5,The bitch who wants to compete and
212,azealia banks,106,6,I can freak a fit that pump with the peep and
212,azealia banks,106,7,You know what your bitch become when her weave in
212,azealia banks,106,8,I just wanna sip that punch with your peeps and
212,azealia banks,106,9,Sit in that lunch if you're treatin'
212,azealia banks,106,10,Kick it with your bitch who come from Parisian
212,azealia banks,106,11,She know where I get mine from, and the season
212,azealia banks,106,12,Now she wanna lick my plum in the evenin'
212,azealia banks,106,13,And fit that ton-tongue d-deep in
212,azealia banks,106,14,I guess that cunt getting eaten
212,azealia banks,106,15,I guess that cunt getting eaten
212,azealia banks,106,16,I guess that cunt getting eaten
212,azealia banks,106,17,I guess that cunt getting eaten
212,azealia banks,106,18,I guess that cunt getting eaten
212,azealia banks,106,19,I was in 212
212,azealia banks,106,20,On the uptown A
212,azealia banks,106,21,Nigga you know what's up
212,azealia banks,106,22,Or don't you?
212,azealia banks,106,23,Word to who made ya
212,azealia banks,106,24,I'm a rude bitch nigga
212,azealia banks,106,25,What are you made up of?
212,azealia banks,106,26,I'mma eat your food up boo
212,azealia banks,106,27,I could bust your eight
212,azealia banks,106,28,I'm-a do one too
212,azealia banks,106,29,Fuck ya gon do?
212,azealia banks,106,30,When you do make bucks
212,azealia banks,106,31,I'mma look right nigga
212,azealia banks,106,32,Bet you do want to fuck
212,azealia banks,106,33,Fuck him like you do want to cum
212,azealia banks,106,34,You're gay to get discovered in my two one deuce
212,azealia banks,106,35,Cock-a-lickin' in the water by the blue bayou
212,azealia banks,106,36,Caught the warm goo
212,azealia banks,106,37,In your du-rag too son?
212,azealia banks,106,38,Nigga, you're a kool-aid dude
212,azealia banks,106,39,Plus your bitch might lick it
212,azealia banks,106,40,Wonder who let you come to one two
212,azealia banks,106,41,With your doo-doo crew son
212,azealia banks,106,42,Fuck are you into, huh?
212,azealia banks,106,43,Niggas better oooh-run-run
212,azealia banks,106,44,You could get shot homie
212,azealia banks,106,45,If you do want to put your guns up
212,azealia banks,106,46,Tell your crew don't front
212,azealia banks,106,47,I'm a hoodlum nigga
212,azealia banks,106,48,You know you were too once
212,azealia banks,106,49,Bitch, I'm bout to blew up too
212,azealia banks,106,50,I'm the one today
212,azealia banks,106,51,I'm the new shit boo
212,azealia banks,106,52,Yung Rapunxel
212,azealia banks,106,53,Who are you bitch, new lunch?
212,azealia banks,106,54,I'mma ruin you cunt
212,azealia banks,106,55,I'mma ruin you cunt
212,azealia banks,106,56,I'mma ruin you cunt
212,azealia banks,106,57,A-yo, A-yo
212,azealia banks,106,58,I heard you ridin' with the same tall, tall tale
212,azealia banks,106,59,Tall tell tellin' em you made some
212,azealia banks,106,60,Sayin' you grindin' but you ain't goin' no where (no where)
212,azealia banks,106,61,Why you procrastinating girl?
212,azealia banks,106,62,You got a lot, but you just waste all yours and
212,azealia banks,106,63,They'll forget your name soon (name soon)
212,azealia banks,106,64,And won't nobody be to blame but yourself, yeah
212,azealia banks,106,65,What you gon' do when I appear?
212,azealia banks,106,66,W-W-when I premiere?
212,azealia banks,106,67,Bitch the end of your lives are near
212,azealia banks,106,68,This shit been mine, mine
212,azealia banks,106,69,What you gon' do when I appear?
212,azealia banks,106,70,W-W-when I premiere?
212,azealia banks,106,71,Bitch the end of your lives are near
212,azealia banks,106,72,This shit been mine, mine
212,azealia banks,106,73,Bitch I'm in the two-one-two
212,azealia banks,106,74,With the fif cocked nigga
212,azealia banks,106,75,It's the two-one zoo
212,azealia banks,106,76,Fuck ya gon do
212,azealia banks,106,77,When ya goon sprayed up
212,azealia banks,106,78,Bet his bitch won't get him
212,azealia banks,106,79,Betcha you won't do much!
212,azealia banks,106,80,See, even if you do want to bust
212,azealia banks,106,81,Your bitch'll get you cut and touch your crew up too, Pop
212,azealia banks,106,82,You playing with your butter
212,azealia banks,106,83,Like your boo won't true
212,azealia banks,106,84,Cock the gun, too
212,azealia banks,106,85,Where you do eat poom, hun
212,azealia banks,106,86,I'm fuckin' with ya cutie q
212,azealia banks,106,87,What's your dick like homie?
212,azealia banks,106,88,What are you into?
212,azealia banks,106,89,What's the run dude?
212,azealia banks,106,90,Where do you wake up?
212,azealia banks,106,91,Tell your bitch keep hatin'
212,azealia banks,106,92,I'm the new one two, huh?
212,azealia banks,106,93,See I remember you when you were
212,azealia banks,106,94,The young new face but you do like to
212,azealia banks,106,95,Slumber don't you?
212,azealia banks,106,96,Now your boo up too hun
212,azealia banks,106,97,I'mma ruin you, cunt!
212,azealia banks,106,98,What you gon do when I appear?
212,azealia banks,106,99,W-W-when I premiere?
212,azealia banks,106,100,Bitch the end of your lives are near
212,azealia banks,106,101,This shit been mine, mine
212,azealia banks,106,102,What you gon do when I appear?
212,azealia banks,106,103,W-W-when I premiere?
212,azealia banks,106,104,Bitch the end of your lives are near
212,azealia banks,106,105,This shit been mine, mine, this shit been mine, mine, this shit been mine, mine
your latest trick,dire straits,36,0,All the late night bargains have been struck
your latest trick,dire straits,36,1,Between the satin beaus and their belles
your latest trick,dire straits,36,2,Prehistoric garbage trucks
your latest trick,dire straits,36,3,Have the city to themselves
your latest trick,dire straits,36,4,Echoes roars dinosaurs
your latest trick,dire straits,36,5,They're all doing the monster mash
your latest trick,dire straits,36,6,And most of the taxis, most of the whores
your latest trick,dire straits,36,7,Are only taking calls for cash
your latest trick,dire straits,36,8,I don't know how it happened
your latest trick,dire straits,36,9,It all took place so quick
your latest trick,dire straits,36,10,But all I can do is hand it to you
your latest trick,dire straits,36,11,And your latest trick
your latest trick,dire straits,36,12,Well now my door was standing open
your latest trick,dire straits,36,13,Security were laid back and lax
your latest trick,dire straits,36,14,But it was only my heart that got broken
your latest trick,dire straits,36,15,You must have had a pass key made out of wax
your latest trick,dire straits,36,16,You played robbery with insolence
your latest trick,dire straits,36,17,And I played the blues in twelve bars down Lover's Lane
your latest trick,dire straits,36,18,And you never did have the intelligence to use
your latest trick,dire straits,36,19,The twelve keys hanging off from my chain
